code_uic;libelle_point_d_arret;libelle;libelle_stif_info_voyageurs;libelle_sms_gare;nom_gare;adresse;code_insee_commune;commune;x_lambert_ii_etendu;y_lambert_ii_etendu;coord_gps_wgs84;zone_navigo;gare_non_sncf
87382333;CHAVILLE RIVE DROITE;CHAVILLE RIVE DROITE;GARE DE CHAVILLE RIVE DROITE;Chaville-RD;Chaville Rive Droite;32 Rue Carnot  92370 Chaville;92022;Chaville;589075;2423759;48.812136312, 2.18783398094;3;0
87382382;PUTEAUX;PUTEAUX;GARE DE PUTEAUX;Puteaux;Puteaux;2 Rue Ferdinand Pelloutier 92800 Puteaux;92062;Puteaux;592444;2431693;48.8834917758, 2.2335382863;3;0
87382499;CERGY SAINT-CHRISTOPHE;CERGY SAINT-CHRISTOPHE;GARE DE CERGY ST CHRISTOPHE;Cergy St-Ch.;Cergy Saint-Christophe;Rue des pas perdus;95127;Cergy;577906;2450226;49.0497023367, 2.03445484969;5;0
87382879;MONTREUIL;MONTREUIL;GARE DE MONTREUIL;Montreuil;Montreuil;Rue de la Bonne Aventure 78000 Versailles;78646;Versailles;586385;2423161;48.8067100466, 2.15124665346;4;0
87383281;MASSY VERRIERES;MASSY VERRIERES;GARE DE MASSY VERRIERES RER C;Massy V.;Massy - Verrières-le-Buisson;2 bis, Avenue de la Gare  91300   Massy;91377;Massy;595337;2415144;48.7347809541, 2.27314560366;4;0
87386318;NANTERRE UNIVERSITE;NANTERRE UNIVERSITE;GARE DE NANTERRE UNIVERSITE;Nanterre-U.;Nanterre Université;33 Boulevard des Provinces Françaises 92000 Nanterre;92050;Nanterre;591099;2433704;48.9015475909, 2.21516720292;3;0
87386664;LES CLAIRIERES DE VERNEUIL;LES CLAIRIERES DE VERNEUIL;GARE DES CLAIRIERES DE VERNEUIL;Clairières;Les Clairières de Verneuil;Place de la Résistance 78480 Verneuil Sur Seine;78642;Verneuil-sur-Seine;572076;2443870;48.9923583678, 1.95517622117;5;0
87387092;BUEIL;BUEIL;GARE DE BUEIL;;Bueil;;27119;Bueil;534543;2436689;48.9250899118, 1.44377555077;100;0
87393058;CHAMP DE MARS TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;Ch de Mars T;Champ de Mars Tour Eiffel;Quai Branly ( pont Bir Hakeim ) 75015   Paris;75115;Paris;596562;2428620;48.8559093189, 2.28968029764;1;0
87393116;BELLEVUE;BELLEVUE;GARE DE BELLEVUE;Bellevue;Bellevue;;92048;Meudon;592147;2424535;48.819155929, 2.22962459235;3;0
87393157;VERSAILLES RIVE GAUCHE - CHÂTEAU DE VERSAILLES;VERSAILLES RIVE GAUCHE - CHÂTEAU DE VERSAILLES;GARE DE VERSAILLES RIVE GAUCHE;VersaillesRG;Versailles Rive Gauche Château;5, Avenue du Général De Gaulle 78000   Versailles;78646;Versailles;584681;2422427;48.8000745093, 2.12808696641;4;0
87393223;SAINT-CYR;SAINT-CYR;GARE DE ST CYR;st cyr;Saint-Cyr;Place Pierre Sémard 78120 Saint-Cyr l'Ecole;78545;Saint-Cyr-l'Ecole;580629;2422311;48.7989222361, 2.07296401601;5;0
87393322;PONT DU GARIGLIANO - Hôpital Européen GeorgesPompidou;PONT DU GARIGLIANO - Hôpital Européen GeorgesPompidou;BOULEVARD VICTOR PONT DU GARIGLIANO;Bld Victor;Boulevard Victor;193, Quai André Citroën 75015 Paris;75115;Paris;595159;2426711;48.838743022, 2.27059360886;1;0
87393421;PLAISIR GRIGNON;PLAISIR GRIGNON;GARE DE PLAISIR GRIGNON;Plaisir Gr.;Plaisir - Thiverval-Grignon;Place de la Gare 78610 Le Perray en Yvelines;78490;Plaisir;571109;2426002;48.8317373306, 1.94319450577;5;0
87393447;ORGERUS BEHOUST;ORGERUS BEHOUST;GARE D'ORGERUS BEHOUST;Orgerus Béh.;Orgerus - Béhoust;Rue de la Gare 78910 Orgerus;78465;Orgerus;553526;2425617;48.8272442915, 1.70387667474;5;0
87393504;PETIT JOUY LES LOGES;PETIT JOUY LES LOGES;GARE DE PETIT JOUY LES LOGES;Petit Jouy;Les Loges-en-Josa le Petit Jouy;Chemin de Petit Jouy 78350   Les Loges-en-Jouy;78343;Les Loges-en-Josas;586027;2419124;48.7704181964, 2.14650866618;4;0
87393637;CHILLY MAZARIN;CHILLY MAZARIN;GARE DE CHILLY MAZARIN;Chilly Maz.;Chilly-Mazarin;Rue du Chemin de Fer 91380   Chilly-Mazarin;91161;Chilly-Mazarin;597923;2411360;48.7007825444, 2.30830358876;4;0
87393876;NOISY LE ROI;NOISY LE ROI;GARE DE NOISY LE ROI;Noisy le roi;Noisy-le-Roi;Place de la gare 78590 Noisy le Roi;78455;Noisy-le-Roi;579842;2427058;48.8415623011, 2.06203082551;5;0
87393892;MONTFORT L'AMAURY MERE;MONTFORT L'AMAURY MERE;GARE DE MONTFORT L AMAURY MERE;Montfort l'A;Montfort-l'Amaury - Méré;Place Louis Valtou 78490 Méré;78389;Méré;561705;2422819;48.8026374764, 1.81546288723;5;0
87394155;JOUY;JOUY;GARE DE JOUY;;Jouy;;28201;Jouy;542505;2390547;48.5111319853, 1.55859105877;100;0
87430900;JOUY SUR MORIN EUSTACHE;JOUY SUR MORIN EUSTACHE;EUSTACHE LENOIR;;Jouy-sur Morin Eustache Lenoir;;77240;Jouy-sur-Morin;668397;2422611;48.7982788645, 3.26705580779;5;0
87543090;ANGERVILLE;ANGERVILLE;GARE D'ANGERVILLE;;Angerville;;91016;Angerville;575307;2368091;48.3113344052, 2.00368952585;5;0
87545152;CHAMARANDE;CHAMARANDE;GARE DE CHAMARANDE;Chamarande;Chamarande;Place de la Gare 91730   Chamarande;91132;Chamarande;591137;2390693;48.5149456565, 2.21658535038;5;0
87545202;SAINT-MICHELSUR ORGE;SAINT-MICHELSUR ORGE;GARE DE ST MICHEL SUR ORGE;St Michel /O;Saint-Michel-sur-Orge;Rue Anatole France 91240   Saint-Michel-sur-Orge;91570;Saint-Michel-sur-Orge;597795;2404078;48.6353259804, 2.30660399448;5;0
87545228;EPINAY SUR ORGE;EPINAY SUR ORGE;GARE D'EPINAY SUR ORGE;Epinay / O;Épinay-sur-Orge;1, Place Stalingrad 91360   Epinay-sur-Orge;91216;Epinay-sur-Orge;599662;2407869;48.6694066029, 2.33192121737;4;0
87545277;VILLENEUVE LE ROI;VILLENEUVE LE ROI;GARE DE VILLENEUVE LE ROI;Villeneuve;Villeneuve-le-Roi;Place de la Gare 94290   Villeneuve-le-Roi;94077;Villeneuve-le-Roi;606599;2415707;48.7398253728, 2.42618441057;4;0
87545475;EGLY;EGLY;GARE D'EGLY;Egly;Égly;Impasse de la Masure 91520   Egly;91207;Egly;591569;2398199;48.5824269228, 2.22228216751;5;0
87545525;DOURDAN;DOURDAN;GARE DE DOURDAN;Dourdan;Dourdan;Place Amédée Guénée 91410   Dourdan;91200;Dourdan;575856;2392813;48.5336120759, 2.00970050084;5;0
87545731;BONNEVAL;BONNEVAL;GARE DE BONNEVAL;;Bonneval;;28051;Bonneval;529321;2354559;48.186287565, 1.3861167316;100;0
87546291;RUNGIS LA FRATERNELLE;RUNGIS LA FRATERNELLE;GARE DE RUNGIS LA FRATERNELLE;Rungis la F.;Rungis la Fraternelle;Rue des Alpes 94150   Rungis;94065;Rungis;601196;2415754;48.7402800868, 2.35276043346;4;0
87681247;LE VERT DE MAISONS;LE VERT DE MAISONS;GARE DU VERT DE MAISONS;Vert de M;Le Vert de Maisons;Avenue de la Liberté 94700 Maisons Alfort;94046;Maisons-Alfort;607032;2421172;48.7889407184, 2.43215833774;3;0
87681353;GRAND BOURG;GRAND BOURG;GARE DE GRAND BOURG;Grand Bourg;Grand Bourg;Passage à niveau n°1O  Grand bourg 91000 Evry;91521;Evry;607365;2405486;48.6479449073, 2.43641871488;5;0
87681437;BALLANCOURT;BALLANCOURT;GARE DE BALLANCOURT;Ballancourt;Ballancourt-sur-Essonne;Avenue du Général Leclerc 91610;91045;Ballancourt-sur-Essonne;602569;2392632;48.5324333359, 2.37128293053;5;0
87681601;ESSONNES ROBINSON;ESSONNES ROBINSON;GARE D'ESSONNES ROBINSON;Essonnes R.;Corbeil-Essonnes Robinson;Bld Combes Marnes, 91100 Corbeil Essonnes;91174;Corbeil-Essonnes;609442;2400852;48.6062628825, 2.46449251607;5;0
87681627;LE PLESSIS CHENET;LE PLESSIS CHENET;GARE DU PLESSIS CHENET;Plessis Ch;Le Plessis Chenet;Gare SNCF 91830 Coudray Montceaux;91179;Le Coudray-Montceaux;610565;2397181;48.5732459737, 2.47962426418;5;0
87682005;MELUN;MELUN;GARE DE MELUN;Melun;Melun;Place de Galliéni 77000 Melun;77288;Melun;623561;2392141;48.5275966344, 2.65539176037;5;0
87682179;LE MEE;LE MEE;GARE DU MEE;Le Mée;Le Mée-sur-Seine;Allée de la Gare 77350 Le Mée;77285;Le Mée-sur-Seine;621240;2393505;48.5399387084, 2.62404631973;5;0
87682278;MORET VENEUX LES SABLONS;MORET VENEUX LES SABLONS;GARE DE MORET VENEUX LES SABLONS;;Moret-sur-Loing - Veneux-les-Sablons;Place de la Gare 77250 Veneux-les-Sablons;77491;Veneux-les-Sablons;634308;2375599;48.3784037648, 2.79952521791;5;0
87682302;MONTEREAU;MONTEREAU;GARE DE MONTEREAU;;Montereau;Place Pierre Sémard 77130 Montereau-Fault-Yonne;77305;Montereau-Fault-Yonne;644931;2375830;48.3798317075, 2.94290979682;5;0
87682443;VULAINES SUR SEINE SAMOREAU;VULAINES SUR SEINE SAMOREAU;GARE DE VULAINES SUR SEINE SAMOREAU;;Vulaines-sur-Seine - Samoreau;Avenue de la Gare , 77870 Vulaines-sur-Seine;77442;Samoreau;630814;2381381;48.4305611079, 2.75278446885;5;0
87682542;SAINT-FARGEAU;SAINT-FARGEAU;GARE DE ST FARGEAU;St Fargeau;Saint-Fargeau;Avenue de la Gare 77310 Saint Fargeau Ponthierry;77407;Saint-Fargeau-Ponthierry;615206;2396224;48.5645508759, 2.54245766803;5;0
87683201;ETIGNY VERON;ETIGNY VERON;GARE D'ETIGNY VERON;;Étigny - Véron;;89160;Etigny;670960;2349200;48.1380851657, 3.28981843096;100;0
87683227;SAINT-JULIEN DU SAULT;SAINT-JULIEN DU SAULT;GARE DE ST JULIEN DU SAULT;;Saint-Julien-du-Sault;;89348;Saint-Julien-du-Sault;672073;2336854;48.0269531835, 3.30273208645;100;0
87684118;BOURRON MARLOTTE GREZ;BOURRON MARLOTTE GREZ;GARE DE BOURRON MARLOTTE GREZ;;Bourron-Marlotte - Grez-sur-Loing;Avenue Blaise de Montesquiou 77780 Bourron-Marlotte;77048;Bourron-Marlotte;626381;2370480;48.3327513392, 2.69223391218;5;0
87684415;MALESHERBES;MALESHERBES;GARE DE MALESHERBES;Malesherbes;Malesherbes;;45191;Malesherbes;604788;2366042;48.2933666272, 2.4010261721;100;0
87754994;MARNE LA VALLEE CHESSY;MARNE LA VALLEE CHESSY;GARE DE MARNE LA VALLEE CHESSY;;Marne la Vallée - Chessy;;77111;Chessy;632764;2430346;48.8705976925, 2.78287721332;5;1
87758060;CHATOU CROISSY;CHATOU CROISSY;GARE DE CHATOU CROISSY;;Chatou - Croissy-sur-Seine;;78146;Chatou;586783;2431915;48.8853948331, 2.15638812921;4;1
87758110;VINCENNES;VINCENNES;GARE DE VINCENNES;;Vincennes;;94080;Vincennes;607106;2427667;48.8473150518, 2.43327284147;2;1
87758136;NOGENT SUR MARNE;NOGENT SUR MARNE;GARE DE NOGENT SUR MARNE;;Nogent-sur-Marne;;94052;Nogent-sur-Marne;609948;2426228;48.8343444968, 2.47194060412;3;1
87758185;LA VARENNE CHENNEVIERES;LA VARENNE CHENNEVIERES;GARE DE LA VARENNE CHENNEVIERES;;La Varenne Saint-Hilaire - Chennevières-sur-Marne;;94068;Saint-Maur-des-Fossés;612984;2421854;48.7949783026, 2.51314013385;3;1
87758359;NOISIEL;NOISIEL;GARE DE NOISIEL;;Noisiel;;77337;Noisiel;620552;2427283;48.8435754749, 2.61635637918;5;1
87758615;LUXEMBOURG;LUXEMBOURG;LUXEMBOURG;;Luxembourg;;75105;Paris;600298;2427629;48.84701219, 2.34056375045;1;1
87758631;DENFERT ROCHEREAU;DENFERT ROCHEREAU;DENFERT ROCHEREAU;;Denfert Rochereau;;75114;Paris;599706;2426214;48.8342947596, 2.33250330562;1;1
87758680;BAGNEUX;BAGNEUX;GARE DE BAGNEUX;;Bagneux;;94016;Cachan;598861;2421643;48.7932107738, 2.32101212686;3;1
87758755;ANTONY;ANTONY;GARE D'ANTONY;;Antony;;92002;Antony;597386;2417354;48.7546567024, 2.30097393388;3;1
87758821;LOZERE;LOZERE;GARE DE LOZERE;;Lozère;;91477;Palaiseau;590803;2411961;48.7061217032, 2.2116059812;4;1
87070902;AEROPORT D'ORLY OUEST;AEROPORT D'ORLY OUEST;AEROPORT ORLY ORLYRAIL;;Aéroport Orly Ouest;;91479;Orly;602310;2414394;48.7280530531, 2.36789206811;3;0
87113407;BONDY;BONDY;GARE DE BONDY;Bondy;Bondy;1 place de la République 93140 BONDY;93010;Bondy;610435;2432909;48.8943813736, 2.47873446467;3;0
87113746;NOGENT LE PERREUX;NOGENT LE PERREUX;GARE DE NOGENT LE PERREUX;Nogent le P.;Nogent - Le Perreux;place du Théâtre 94130 NOGENT-SUR-MARNE;94052;Nogent-sur-Marne;611573;2426718;48.8387213192, 2.49407704122;3;0
87113852;LES PAVILLONS SOUS BOIS (T4);LES PAVILLONS SOUS BOIS;LES PAVILLONS SOUS BOIS T4;;Les Pavillons-sous-Bois;Boulevard Louis Pasteur 93320 Les Pavillons sous Bois;93057;Les Pavillons-sous-Bois;612830;2433772;48.9020940307, 2.51140436982;4;0
87113878;ALLEE DE LA TOUR RENDEZ-VOUS (T4);ALLEE DE LA TOUR RENDEZ-VOUS;ALLEE DE LA TOUR RENDEZ VOUS;;Allée de la Tour Rendez-Vous;Boulevard d'Aulnay 93250 Villemomble;93077;Villemomble;612434;2433184;48.8968173808, 2.50598887899;4;0
87116020;OZOIR LA FERRIERE;OZOIR LA FERRIERE;GARE D'OZOIR LA FERRIERE;Ozoir la F.;Ozoir-la-Ferrière;Avenue Raoul Nordling 77330 Ozoir la Ferriere;77350;Ozoir-la-Ferrière;625992;2419198;48.770713265, 2.68993639666;5;0
87116111;CHELLES GOURNAY;CHELLES GOURNAY;GARE DE CHELLES GOURNAY;Chelles;Chelles - Gournay;place du grand jardin 77500 Chelles;77108;Chelles;618055;2430698;48.8743421869, 2.58250078541;4;0
87116228;MARLES EN BRIE;MARLES EN BRIE;GARE DE MARLES EN BRIE;;Marles-en-Brie;CHEMIN DE FER 77610 LA HOUSSAIE EN BRIE;77229;Marles-en-Brie;639211;2415345;48.7354136323, 2.86932424041;5;0
87116319;LAGNY THORIGNY;LAGNY THORIGNY;GARE DE LAGNY THORIGNY;Lagny;Lagny - Thorigny;2 rue de la gare 77400 Thorigny-sur-Marne;77464;Thorigny-sur-Marne;626976;2431586;48.8820106403, 2.70410248006;5;0
87116376;SAINT-REMY LA VANNE;SAINT-REMY LA VANNE;GARE DE ST REMY LA VANNE;;Saint-Rémy-la-Vanne;;77432;Saint-Rémy-la-Vanne;666864;2422802;48.8001565925, 3.2462310892;5;0
87116400;MONTRY CONDE;MONTRY CONDE;GARE DE MONTRY CONDE;;Montry - Condé-Sainte-Libiaire;Avenue du Maréchal Foch 77450 Montry;77315;Montry;635932;2432614;48.8908111565, 2.8262287351;5;0
87116566;NOGENT L'ARTAUD CHARLY;NOGENT L'ARTAUD CHARLY;GARE DE NOGENT L ARTAUD CHARLY;;Nogent-L'Artaud - Charly;;2555;Nogent-l'artaud;672266;2441630;48.9687706778, 3.32293348418;100;0
87116673;LA FERTE MILON;LA FERTE MILON;GARE DE LA FERTE MILON;;La Ferté-Milon;;2307;La Ferté-Milon;657241;2464920;49.17955597, 3.12102785979;100;0
87164798;LA PLAINE STADE DE FRANCE - Saint-Denis Aubervilliers;LA PLAINE STADE DE FRANCE - Saint-Denis Aubervilliers;GARE DE LA PLAINE STADE DE FRANCE;La Plaine;Saint-Denis la Plaine Stade de France;Av du Stade de France, 93210 La Plaine Saint Denis.;93066;Saint-Denis;601917;2435557;48.9182603833, 2.36264549454;2;0
87271023;GARE DU NORD;GARE DU NORD;GARE DU NORD RER;;Gare du Nord;;75110;;601529;2431239;48.8794550008, 2.35733955798;1;1
87271171;LA BARRE ORMESSON;LA BARRE ORMESSON;GARE DE LA BARRE ORMESSON;La Barre O.;La Barre Ormesson;2? Rue de la Concorde, 95170 Deuil La Barre;95197;Deuil-la-Barre;598544;2440910;48.9663676293, 2.31663105732;4;0
87271429;SEVRAN LIVRY;SEVRAN LIVRY;GARE DE SEVRAN LIVRY;Sevran-Livry;Sevran - Livry-Gargan;1, Place de la gare, 93270 Sevran;93071;Sevran;614544;2437556;48.9360642047, 2.53489935862;4;0
87271478;LE BLANC MESNIL;LE BLANC MESNIL;GARE DE BLANC MESNIL;Blanc-Mesnil;Le Blanc-Mesnil;Rue Pierre Semard, 93150, Le Blanc Mesnil;93007;Le Blanc-Mesnil;610328;2437146;48.9324610128, 2.47737901135;3;0
87271585;ORMOY VILLERS;ORMOY VILLERS;GARE D'ORMOY VILLERS;;Ormoy-Villers;;60479;Ormoy-Villers;636584;2467126;49.2008926273, 2.83811205149;100;0
87272054;THIEUX NANTOUILLET;THIEUX NANTOUILLET;GARE DE THIEUX NANTOUILLET;;Thieux - Nantouillet;Rue des Trois-villes 77230 Thieux;77462;Thieux;625179;2445676;49.008705923, 2.68045376536;5;0
87276055;ERMONT EAUBONNE;ERMONT EAUBONNE;GARE D'ERMONT EAUBONNE;Ermont Eaub.;Ermont - Eaubonne;;95219;Ermont;595205;2442502;48.9806576563, 2.27103879067;4;0
87276105;SAINT-OUEN L'AUMONE;SAINT-OUEN L'AUMONE;GARE DE ST OUEN L AUMONE;St Ouen l'A;Saint-Ouen-l'Aumône;rue du 8 mai 1945 95310 Saint-Ouen-l'Aumône;95572;Saint-Ouen-l'Aumône;583177;2449738;49.0454779554, 2.10653399744;5;0
87276139;PONTOISE;PONTOISE;GARE DE PONTOISE;Pontoise;Pontoise;Place du général de Gaulle 95300 Pontoise;95500;Pontoise;582358;2449912;49.047019384, 2.09533109205;5;0
87276188;SANNOIS;SANNOIS;GARE DE SANNOIS;Sannois;Sannois;Place Salvador Allende 95110 Sannois;95582;Sannois;594668;2441318;48.970013299, 2.26372238519;4;0
87276279;ORRY LA VILLE COYE LA FORET;ORRY LA VILLE COYE LA FORET;GARE D'ORRY LA VILLE COYE LA FORET;Orry la V.;Orry-la-Ville - Coye-la-Forêt;;60482;Orry-la-Ville;611179;2460100;49.1387128399, 2.48959350843;100;0
87276394;ECOUEN EZANVILLE;ECOUEN EZANVILLE;GARE D'ECOUEN EZANVILLE;Ecouen Ez.;Écouen - Ézanville;PLACE DE LA GARE 95440 ECOUEN;95229;Ezanville;601949;2447182;49.0227293054, 2.3631340522;4;0
87276410;PRECY SUR OISE;PRECY SUR OISE;GARE DE PRECY SUR OISE;;Précy-sur-Oise;;60513;Précy-sur-Oise;602907;2467271;49.203234752, 2.37636060597;100;0
87276485;BOUFFEMONT MOISSELLES;BOUFFEMONT MOISSELLES;GARE DE BOUFFEMONT MOISSELLES;Bonneval;Bouffémont - Moisselles;PLACE DE LA GARE 95570 BOUFFEMONT;95091;Bouffémont;598997;2449675;49.0451335667, 2.3227920356;5;0
87276550;BELLOY SAINT-MARTIN;BELLOY SAINT-MARTIN;GARE DE BELLOY ST MARTIN;Belloy St M.;Belloy-en-France - Saint-Martin-du-Tertre;Place de la gare 95270 Belloy-en-France;95056;Belloy-en-France;601766;2455509;49.0975553134, 2.36066745509;5;0
87276600;SAINT-LEU LA FORET;SAINT-LEU LA FORET;GARE DE ST LEU LA FORET;St Leu la F;Saint-Leu-la-Forêt;Place Cyrille Lecomte 95320 Saint-Leu-la-Forêt;95563;Saint-Leu-la-Forêt;593124;2446419;49.0158381117, 2.24256299137;4;0
87276758;NOINTEL MOURS;NOINTEL MOURS;GARE DE NOINTEL MOURS;Nointel M.;Nointel - Mours;Rue Jean Saunier 95590 Nointel;95452;Nointel;595940;2459526;49.1336388945, 2.28090693668;5;0
87332940;MONNERVILLE CENTRE;MONNERVILLE CENTRE;MONNERVILLE CENTRE;;Monnerville;;91414;Monnerville;578323;2371999;48.3465786191, 2.04414375257;5;0
87332965;CREDIT AGRICOLE (DOMMERVILLE);CREDIT AGRICOLE (DOMMERVILLE);CREDIT AGRICOLE (DOMMERVILLE);;Dommerville Crédit Agricole;;91016;Angerville;574879;2374705;48.3707826482, 1.99753551336;5;0
87381012;PEREIRE LEVALLOIS;PEREIRE LEVALLOIS;PEREIRE LEVALLOIS;Pereire L.;Péreire Levallois;4 bis, Place du Maréchal Juin  75017   Paris;75117;Paris;597190;2431908;48.8854627647, 2.29821136122;1;0
87381111;PONT CARDINET;PONT CARDINET;PONT CARDINET;P. Cardinet;Pont Cardinet;145 Rue Cardinet 75017 Paris;75117;Paris;598350;2432142;48.8875699026, 2.31401853193;1;0
87381160;MONTGEROULT COURCELLES;MONTGEROULT COURCELLES;GARE DE MONTGEROULT COURCELLES;;Montgeroult - Courcelles-sur-Viosne;Rue du Moulin 95650 Montgeroult;95422;Montgeroult;575636;2453680;49.0806565706, 2.00322127137;5;0
87381186;SANTEUIL LE PERCHAY;SANTEUIL LE PERCHAY;GARE DE SANTEUIL LE PERCHAY;;Santeuil - Le Perchay;Rue Tour de Voisne 95640 Santeuil;95584;Santeuil;571722;2458458;49.123427593, 1.94935897017;5;0
87381236;TRIE CHATEAU;TRIE CHATEAU;GARE DE TRIE CHATEAU;;Trie-Château;;60644;Trie-Château;562253;2476222;49.2825388857, 1.81811969251;100;0
87381491;ANDRESY;ANDRESY;GARE D'ANDRESY;Andrésy;Andrésy;Place de la Gare 78570 Andrésy;78015;Andrésy;578955;2441881;48.9747479366, 2.04921372466;5;0
87381582;LIMAY;LIMAY;GARE DE LIMAY;Limay;Limay;Boulevard Pasteur 78520 Limay;78335;Limay;556834;2443052;48.9841604689, 1.74712329464;5;0
87381624;BREVAL;BREVAL;GARE DE BREVAL;;Bréval;Avenue Noël Duchesne 78980 Bréval;78107;Bréval;541716;2438619;48.9431263219, 1.54133018167;5;0
87381798;VAL D'ARGENTEUIL;VAL D'ARGENTEUIL;GARE DE VAL D ARGENTEUIL;Val d'Argent;Val d'Argenteuil;Boulevard de la Résistance 95100 Argenteuil;95018;Argenteuil;592276;2439136;48.9503798452, 2.23111195402;4;0
87381871;LA FRETTE MONTIGNY;LA FRETTE MONTIGNY;GARE DE LA FRETTE MONTIGNY;La Frette M;La Frette-sur-Seine - Montiny-lès-Cormeilles;Place de la Gare 95530 La Frette Sur Seine;95257;La Frette-sur-Seine;588549;2442457;48.9801682958, 2.18016741599;4;0
87382200;COURBEVOIE;COURBEVOIE;GARE DE COURBEVOIE;Courbevoie;Courbevoie;Rue de Sébastopol 92400 Courbevoie;92026;Courbevoie;593505;2433334;48.8982514361, 2.24797129852;3;0
87382366;LE VAL D'OR;LE VAL D'OR;GARE DU VAL D OR;Le Val-d'Or;Le Val d'Or;33, Avenue Alfred Belmontet 92210 Saint Cloud;92064;Saint-Cloud;591209;2428737;48.8569094152, 2.21677050352;3;0
87382457;LOUVECIENNES;LOUVECIENNES;GARE DE LOUVECIENNES;Louveciennes;Louveciennes;;78350;Louveciennes;584332;2429213;48.8610558392, 2.12308717495;4;0
87382473;L'ETANG LA VILLE;L'ETANG LA VILLE;GARE DE L ETANG LA VILLE;L'Etang-la-V;L'Étang-la-Ville;;78224;L'Etang-la-Ville;580936;2430013;48.8681535535, 2.07679348122;5;0
87382812;MAREIL MARLY;MAREIL MARLY;GARE DE MAREIL MARLY;Mareil Marly;Mareil-Marly;;78367;Mareil-Marly;581127;2431489;48.8814243962, 2.07932950165;4;0
87386052;ACHERES GRAND CORMIER;ACHERES GRAND CORMIER;GARE D'ACHERES GRAND CORMIER;Achères Gd C;Achères Grand Cormier;RN184 / RUE DE LA CITE CROIX SAINT SIMON;78551;Saint-Germain-en-Laye;582084;2439693;48.9551807035, 2.09202131475;5;0
87386425;MAISONS LAFFITTE;MAISONS LAFFITTE;GARE DE MAISONS LAFFITTE;Maisons-L.;Maisons-Laffitte;Place de la Libération par l'avenue du Général De Gaulle;78358;Maisons-Laffitte;585938;2438651;48.9459130297, 2.14464783894;4;0
87386649;VILLENNES SUR SEINE;VILLENNES SUR SEINE;GARE DE VILLENNES SUR SEINE;Villennes/S.;Villennes-sur-Seine;70 Place de la Libération 78670 Villennes sur Seine;78672;Villennes-sur-Seine;575295;2437974;48.9395062922, 1.99947999933;5;0
87386763;EPONE MEZIERES;EPONE MEZIERES;GARE D'EPONES MEZIERES;Epônes-Méz.;Épône - Mézières-sur-Seine;Place de la Gare 78680 Epône;78217;Epône;561323;2440699;48.9633027296, 1.80862937113;5;0
87393033;INVALIDES;INVALIDES;INVALIDES;Invalides;Invalides;2, Rue Esnault Pelterie 75007   Paris;75107;Paris;598245;2429338;48.8623692316, 2.31259955332;1;0
87393082;MEUDON VAL FLEURY;MEUDON VAL FLEURY;GARE DE MEUDON VAL FLEURY;Meudon Val F;Meudon Val Fleury;1, Place Jean Jaurès 92190   Meudon;92048;Meudon;592977;2423284;48.8079219482, 2.24094197508;3;0
87393207;CHAVILLE RIVE GAUCHE;CHAVILLE RIVE GAUCHE;GARE DE CHAVILLE RIVE GAUCHE;Chaville RG;Chaville Rive Gauche;29 Rue Anatole France 92370 Chaville;92022;Chaville;589120;2422941;48.8047850879, 2.18846743145;3;0
87393280;LES ESSARTS LE ROI;LES ESSARTS LE ROI;GARE DES ESSARTS LE ROI;Les Essarts;Les Essarts-le-Roi;Rue de la Cité 78690 Les Essarts Le Roi;78220;Les Essarts-le-Roi;567079;2413743;48.721360918, 1.88928386117;5;0
87393306;ISSY VAL DE SEINE;ISSY VAL DE SEINE;GARE D'ISSY VAL DE SEINE;Issy V. de S;Issy Val de Seine;87, Avenue de Verdun 92130   Issy-les-Moulineaux;92040;Issy-les-Moulineaux;594615;2425670;48.8293825611, 2.26320018157;2;0
87393405;FONTENAY LE FLEURY;FONTENAY LE FLEURY;GARE DE FONTENAY LE FLEURY;Fontenay;Fontenay-le-Fleury;Rue Georges Pompidou - D127  78330 Fontenay le Fleury;78242;Fontenay-le-Fleury;578254;2423259;48.8073664634, 2.04060376202;5;0
87393470;MARCHEZAIS BROUE;MARCHEZAIS BROUE;GARE DE MARCHEZAIS BROUE;;Marchezais - Broué;;28235;Marchezais;539466;2419205;48.7684451651, 1.51341158058;100;0
87393546;BIEVRES;BIEVRES;GARE DE BIEVRES;Bièvres;Bièvres;Place de la Gare 91570   Bièvres;91064;Bièvres;591104;2416982;48.7512563717, 2.21558821686;4;0
87393611;LONGJUMEAU;LONGJUMEAU;GARE DE LONGJUMEAU;Longjumeau;Longjumeau;Place de la Gare 91160   Longjumeau;91345;Longjumeau;596898;2411515;48.7021715574, 2.29438365384;4;0
87393835;TRAPPES;TRAPPES;GARE DE TRAPPES;Trappes;Trappes;Avenue Gabriel Péri 78 190 Trappes;78621;Trappes;575748;2419673;48.7750462311, 2.00670966763;5;0
87394130;MAINTENON;MAINTENON;GARE DE MAINTENON;;Maintenon;;28227;Maintenon;545086;2398780;48.5853643047, 1.59245485785;100;0
87415893;BONNIERES;BONNIERES;GARE DE BONNIERES;;Bonnières;Place du 8 Mai 1945 78270 Bonnières sur seine;78089;Bonnières-sur-Seine;544763;2449214;49.0386031492, 1.58150822592;5;0
